Hotspot	hotspot_Chr	Merged_hotspots_cM	merged_Hotspot_QTL_count	hotspot_cM_center	str_genotype	pSTR	n_med_STR	n_tx	n_hs_eSTR	p1	hotspotpos
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29651	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29738	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29793	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29843	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29850	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29855	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29869	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29947	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29955	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29972	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29975	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29644	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29038	11	35	114	18.3333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29060	14	35	114	23.3333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29077	12	35	114	20	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29088	13	35	114	21.6666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29315	13	35	114	21.6666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29599	11	35	114	18.3333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29666	4	35	114	6.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29013	11	35	114	18.3333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29015	7	35	114	11.6666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29034	5	35	114	8.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28531	5	35	114	8.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28519	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28533	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28596	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28765	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28776	4	35	114	6.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28941	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29995	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29622	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29401	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28874	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28957	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28968	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29001	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29156	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29190	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29392	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29433	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29621	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29735	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29797	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29953	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28757	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28759	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28762	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29281	3	35	114	5	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29729	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29810	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28840	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_28929	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29441	4	35	114	6.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_27447	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_27945	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_27947	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29393	2	35	114	3.33333333333333	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29761	1	35	114	1.66666666666667	X_19
Yes	X	18.5, 19, 19.5	60	19	factor_length	STR_29824	1	35	114	1.66666666666667	X_19
Yes	II	34.5	42	34.5	factor_length	STR_9664	8	9	5	19.047619047619	II_34.5
Yes	II	34.5	42	34.5	factor_length	STR_9570	1	9	5	2.38095238095238	II_34.5
Yes	II	34.5	42	34.5	factor_length	STR_9476	1	9	5	2.38095238095238	II_34.5
Yes	II	34.5	42	34.5	factor_length	STR_9960	1	9	5	2.38095238095238	II_34.5
Yes	II	34.5	42	34.5	factor_length	STR_9973	1	9	5	2.38095238095238	II_34.5
Yes	X	21.5, 22	38	21.75	factor_length	STR_29396	2	17	52	5.26315789473684	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29622	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29761	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29168	2	17	52	5.26315789473684	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_30000	2	17	52	5.26315789473684	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29296	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29499	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29103	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29109	2	17	52	5.26315789473684	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29178	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29845	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_30016	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_30026	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_30158	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_30196	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_30311	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29608	4	17	52	10.5263157894737	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29271	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29314	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29436	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29507	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29887	5	17	52	13.1578947368421	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29124	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29171	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29188	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29217	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29218	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29251	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29306	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29323	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29341	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29351	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29352	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29464	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29538	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29556	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29738	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29810	5	17	52	13.1578947368421	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29038	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29060	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29077	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29088	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29315	3	17	52	7.89473684210526	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29599	5	17	52	13.1578947368421	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29666	4	17	52	10.5263157894737	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29729	4	17	52	10.5263157894737	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29784	3	17	52	7.89473684210526	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29851	3	17	52	7.89473684210526	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29490	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29824	1	17	52	2.63157894736842	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29537	2	17	52	5.26315789473684	X_21.75
Yes	X	21.5, 22	38	21.75	factor_length	STR_29860	1	17	52	2.63157894736842	X_21.75
Yes	I	21	13	21	factor_length	STR_2340	4	5	12	30.7692307692308	I_21
Yes	I	21	13	21	factor_length	STR_2343	5	5	12	38.4615384615385	I_21
Yes	I	21	13	21	factor_length	STR_2430	4	5	12	30.7692307692308	I_21
Yes	I	21	13	21	factor_length	STR_2447	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_2074	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_2301	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_2763	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_2794	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_2921	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_3173	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_3228	1	5	12	7.69230769230769	I_21
Yes	I	21	13	21	factor_length	STR_3265	1	5	12	7.69230769230769	I_21
Yes	III	20.5	29	20.5	factor_length	STR_12915	2	5	23	6.89655172413793	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12296	2	5	23	6.89655172413793	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12227	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12250	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12369	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12383	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12397	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12399	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12407	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12423	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12441	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12460	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12507	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12514	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12736	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12753	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12860	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12895	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_12992	2	5	23	6.89655172413793	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_13000	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_13073	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_13240	1	5	23	3.44827586206897	III_20.5
Yes	III	20.5	29	20.5	factor_length	STR_13386	1	5	23	3.44827586206897	III_20.5
Yes	I	35.5	12	35.5	factor_length	STR_4094	1	2	7	8.33333333333333	I_35.5
Yes	I	35.5	12	35.5	factor_length	STR_4449	1	2	7	8.33333333333333	I_35.5
Yes	I	35.5	12	35.5	factor_length	STR_4589	1	2	7	8.33333333333333	I_35.5
Yes	I	35.5	12	35.5	factor_length	STR_4601	1	2	7	8.33333333333333	I_35.5
Yes	I	35.5	12	35.5	factor_length	STR_4644	1	2	7	8.33333333333333	I_35.5
Yes	I	35.5	12	35.5	factor_length	STR_4561	1	2	7	8.33333333333333	I_35.5
Yes	I	35.5	12	35.5	factor_length	STR_4571	1	2	7	8.33333333333333	I_35.5
Yes	I	48.5	15	48.5	factor_length	STR_4840	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_4897	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_4989	2	4	21	13.3333333333333	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5296	3	4	21	20	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5426	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5603	2	4	21	13.3333333333333	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_4135	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_4155	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_4354	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_4452	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_4855	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5203	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5214	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5397	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5633	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5665	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5666	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5675	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5682	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5287	1	4	21	6.66666666666667	I_48.5
Yes	I	48.5	15	48.5	factor_length	STR_5635	1	4	21	6.66666666666667	I_48.5
Yes	III	41	23	41	factor_length	STR_14726	1	2	5	4.34782608695652	III_41
Yes	III	41	23	41	factor_length	STR_14727	1	2	5	4.34782608695652	III_41
Yes	III	41	23	41	factor_length	STR_15205	1	2	5	4.34782608695652	III_41
Yes	III	41	23	41	factor_length	STR_14921	1	2	5	4.34782608695652	III_41
Yes	III	41	23	41	factor_length	STR_15394	1	2	5	4.34782608695652	III_41
Yes	III	16.5	13	16.5	NA	NA	NA	NA	NA	NA	NA
Yes	X	14	19	14	factor_length	STR_28533	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_28765	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29013	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29015	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29038	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29060	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29077	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29307	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29315	1	1	10	5.26315789473684	X_14
Yes	X	14	19	14	factor_length	STR_29449	1	1	10	5.26315789473684	X_14
Yes	I	39.5	14	39.5	factor_length	STR_4840	4	5	16	28.5714285714286	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_4873	1	5	16	7.14285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_4900	2	5	16	14.2857142857143	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_4927	4	5	16	28.5714285714286	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_4989	3	5	16	21.4285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5287	2	5	16	14.2857142857143	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5296	3	5	16	21.4285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5426	2	5	16	14.2857142857143	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5603	3	5	16	21.4285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_4897	1	5	16	7.14285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5002	1	5	16	7.14285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5361	1	5	16	7.14285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5445	1	5	16	7.14285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5553	1	5	16	7.14285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5619	1	5	16	7.14285714285714	I_39.5
Yes	I	39.5	14	39.5	factor_length	STR_5630	1	5	16	7.14285714285714	I_39.5
Yes	X	28.5	33	28.5	factor_length	STR_30260	4	11	37	12.1212121212121	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30277	3	11	37	9.09090909090909	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30295	4	11	37	12.1212121212121	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30308	5	11	37	15.1515151515152	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30355	6	11	37	18.1818181818182	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30360	3	11	37	9.09090909090909	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30419	3	11	37	9.09090909090909	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_29829	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30059	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30258	2	11	37	6.06060606060606	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30377	3	11	37	9.09090909090909	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30398	2	11	37	6.06060606060606	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30441	2	11	37	6.06060606060606	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30402	2	11	37	6.06060606060606	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30416	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30477	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30491	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30092	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30134	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30138	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30141	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30171	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30172	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30195	2	11	37	6.06060606060606	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30196	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30213	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30214	2	11	37	6.06060606060606	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30224	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30228	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30243	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30321	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30330	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30356	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30366	1	11	37	3.03030303030303	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30415	3	11	37	9.09090909090909	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30433	2	11	37	6.06060606060606	X_28.5
Yes	X	28.5	33	28.5	factor_length	STR_30016	1	11	37	3.03030303030303	X_28.5
Yes	I	3, 3.5	27	3.25	factor_length	STR_499	4	10	6	14.8148148148148	I_3.25
Yes	I	3, 3.5	27	3.25	factor_length	STR_226	7	10	6	25.9259259259259	I_3.25
Yes	I	3, 3.5	27	3.25	factor_length	STR_27	2	10	6	7.40740740740741	I_3.25
Yes	I	3, 3.5	27	3.25	factor_length	STR_80	5	10	6	18.5185185185185	I_3.25
Yes	I	3, 3.5	27	3.25	factor_length	STR_320	1	10	6	3.7037037037037	I_3.25
Yes	I	3, 3.5	27	3.25	factor_length	STR_42	1	10	6	3.7037037037037	I_3.25
Yes	IV	33.5	14	33.5	factor_length	STR_19475	2	10	43	14.2857142857143	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19532	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19851	2	10	43	14.2857142857143	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_20187	5	10	43	35.7142857142857	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19343	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19488	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19603	4	10	43	28.5714285714286	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_20208	4	10	43	28.5714285714286	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19499	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18607	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18622	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18736	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18739	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18782	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18818	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18825	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_18968	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19067	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19162	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19200	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19264	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19275	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19279	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19328	2	10	43	14.2857142857143	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19365	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19387	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19397	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19414	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19472	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19555	3	10	43	21.4285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19576	3	10	43	21.4285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19605	3	10	43	21.4285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19651	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19675	3	10	43	21.4285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19676	1	10	43	7.14285714285714	IV_33.5
Yes	IV	33.5	14	33.5	factor_length	STR_19686	3	10	43	21.4285714285714	IV_33.5
