strain	Line	N_generation	N_pSTR	mutation	N_mutation	mutation_rate	gfeature
N2	587	227	6520	deletions	79	2.66884678792465e-05	intron
N2	587	227	1064	deletions	9	1.86313802126462e-05	promoter
N2	587	227	247	deletions	1	8.91758369152295e-06	pseudogene
N2	587	227	423	deletions	6	3.12431655575343e-05	RNAs & TEs
N2	587	227	1159	insertions	3	5.70140596671139e-06	3'UTR
N2	587	227	1047	insertions	5	1.05188308109177e-05	enhancer
N2	587	227	5267	insertions	25	1.04549229723095e-05	intergenic
N2	587	227	6520	insertions	40	1.35131482932894e-05	intron
N2	587	227	247	insertions	3	2.67527510745688e-05	pseudogene
N2	587	227	423	insertions	2	1.04143885191781e-05	RNAs & TEs
N2	587	227	1159	substitutions	32	6.08149969782548e-05	3'UTR
N2	587	227	346	substitutions	4	2.5464082911054e-05	5'UTR
N2	587	227	1443	substitutions	2	3.05286648898984e-06	CDS
N2	587	227	1047	substitutions	4	8.41506464873416e-06	enhancer
N2	587	227	5267	substitutions	125	5.22746148615475e-05	intergenic
N2	587	227	6520	substitutions	167	5.64173941244831e-05	intron
N2	587	227	1064	substitutions	2	4.14030671392137e-06	promoter
N2	587	227	247	substitutions	5	4.45879184576147e-05	pseudogene
N2	587	227	423	substitutions	9	4.68647483363014e-05	RNAs & TEs
N2	589	226	1204	deletions	5	9.18766354041102e-06	3'UTR
N2	589	226	349	deletions	1	6.33922458604863e-06	5'UTR
N2	589	226	1065	deletions	3	6.23208276205908e-06	enhancer
N2	589	226	5554	deletions	61	2.42988390731706e-05	intergenic
N2	589	226	6968	deletions	72	2.28605102465887e-05	intron
N2	589	226	1071	deletions	10	2.06572304437999e-05	promoter
N2	589	226	253	deletions	1	8.74462205743468e-06	pseudogene
N2	589	226	414	deletions	5	2.67196785088282e-05	RNAs & TEs
N2	589	226	1204	insertions	5	9.18766354041102e-06	3'UTR
N2	589	226	349	insertions	2	1.26784491720973e-05	5'UTR
N2	589	226	5554	insertions	53	2.11121060799679e-05	intergenic
N2	589	226	6968	insertions	100	3.17507086758176e-05	intron
N2	589	226	1071	insertions	4	8.26289217751998e-06	promoter
N2	589	226	253	insertions	1	8.74462205743468e-06	pseudogene
N2	589	226	414	insertions	3	1.60318071052969e-05	RNAs & TEs
N2	589	226	1204	substitutions	34	6.24761120747949e-05	3'UTR
N2	589	226	349	substitutions	4	2.53568983441945e-05	5'UTR
N2	589	226	1065	substitutions	6	1.24641655241182e-05	enhancer
N2	589	226	5554	substitutions	185	7.36932004678124e-05	intergenic
N2	589	226	6968	substitutions	267	8.47743921644331e-05	intron
N2	589	226	1071	substitutions	8	1.652578435504e-05	promoter
N2	589	226	253	substitutions	4	3.49784882297387e-05	pseudogene
N2	589	226	414	substitutions	7	3.74075499123595e-05	RNAs & TEs
N2	590	244	1203	deletions	1	1.70339179373969e-06	3'UTR
N2	590	244	355	deletions	1	5.77233895174325e-06	5'UTR
N2	590	244	1112	deletions	5	9.21394032315132e-06	enhancer
N2	590	244	5660	deletions	23	8.32705786943173e-06	intergenic
N2	590	244	7099	deletions	30	8.65972810763003e-06	intron
N2	590	244	1119	deletions	2	3.66252069324192e-06	promoter
N2	590	244	258	deletions	1	7.94255941034439e-06	pseudogene
N2	590	244	455	deletions	3	1.35110790848496e-05	RNAs & TEs
N2	590	244	1203	insertions	1	1.70339179373969e-06	3'UTR
N2	590	244	355	insertions	1	5.77233895174325e-06	5'UTR
N2	590	244	5660	insertions	22	7.96501187510861e-06	intergenic
N2	590	244	7099	insertions	29	8.37107050404236e-06	intron
N2	590	244	1119	insertions	1	1.83126034662096e-06	promoter
N2	590	244	455	insertions	2	9.00738605656638e-06	RNAs & TEs
N2	590	244	1203	substitutions	30	5.11017538121908e-05	3'UTR
N2	590	244	355	substitutions	3	1.73170168552297e-05	5'UTR
N2	590	244	1112	substitutions	3	5.52836419389079e-06	enhancer
N2	590	244	5660	substitutions	152	5.50309911371141e-05	intergenic
N2	590	244	7099	substitutions	200	5.77315207175335e-05	intron
N2	590	244	1119	substitutions	7	1.28188224263467e-05	promoter
N2	590	244	258	substitutions	6	4.76553564620663e-05	pseudogene
N2	590	244	455	substitutions	9	4.05332372545487e-05	RNAs & TEs
N2	591	239	1231	deletions	4	6.79788857580835e-06	3'UTR
N2	591	239	1443	deletions	1	1.44979224477132e-06	CDS
N2	591	239	1073	deletions	6	1.16983236302238e-05	enhancer
N2	591	239	5565	deletions	34	1.27816185288357e-05	intergenic
N2	591	239	7075	deletions	62	1.83331608439168e-05	intron
N2	591	239	1088	deletions	4	7.69136106325375e-06	promoter
N2	591	239	270	deletions	4	3.0993336432667e-05	pseudogene
N2	591	239	433	deletions	1	4.83152473257511e-06	RNAs & TEs
N2	591	239	1231	insertions	6	1.01968328637125e-05	3'UTR
N2	591	239	1073	insertions	1	1.9497206050373e-06	enhancer
N2	591	239	5565	insertions	40	1.50371982692185e-05	intergenic
N2	591	239	7075	insertions	72	2.1290122270355e-05	intron
N2	591	239	270	insertions	1	7.74833410816674e-06	pseudogene
N2	591	239	433	insertions	1	4.83152473257511e-06	RNAs & TEs
N2	591	239	1231	substitutions	40	6.79788857580835e-05	3'UTR
N2	591	239	357	substitutions	4	2.34403384784876e-05	5'UTR
N2	591	239	1073	substitutions	3	5.84916181511189e-06	enhancer
N2	591	239	5565	substitutions	184	6.9171112038405e-05	intergenic
N2	591	239	7075	substitutions	266	7.86551739432559e-05	intron
N2	591	239	1088	substitutions	9	1.73055623923209e-05	promoter
N2	591	239	270	substitutions	7	5.42383387571672e-05	pseudogene
N2	591	239	433	substitutions	12	5.79782967909013e-05	RNAs & TEs
N2	592	243	1186	deletions	2	3.46983670948445e-06	3'UTR
N2	592	243	1110	deletions	3	5.56111667222778e-06	enhancer
N2	592	243	5590	deletions	15	5.52132335078072e-06	intergenic
N2	592	243	7060	deletions	36	1.0492078480747e-05	intron
N2	592	243	1119	deletions	1	1.8387963974301e-06	promoter
N2	592	243	270	deletions	2	1.52415790275873e-05	pseudogene
N2	592	243	456	deletions	1	4.5123095805357e-06	RNAs & TEs
N2	592	243	1186	insertions	4	6.9396734189689e-06	3'UTR
N2	592	243	5590	insertions	19	6.99367624432224e-06	intergenic
N2	592	243	7060	insertions	37	1.07835251052122e-05	intron
N2	592	243	270	insertions	1	7.62078951379363e-06	pseudogene
N2	592	243	456	insertions	3	1.35369287416071e-05	RNAs & TEs
N2	592	243	1186	substitutions	33	5.72523057064935e-05	3'UTR
N2	592	243	358	substitutions	3	1.72425684529968e-05	5'UTR
N2	592	243	1478	substitutions	1	1.39216046598395e-06	CDS
N2	592	243	1110	substitutions	2	3.70741111481852e-06	enhancer
N2	592	243	5590	substitutions	130	4.78514690400995e-05	intergenic
N2	592	243	7060	substitutions	203	5.91636647664347e-05	intron
N2	592	243	1119	substitutions	9	1.65491675768709e-05	promoter
N2	592	243	270	substitutions	9	6.85871056241427e-05	pseudogene
N2	592	243	456	substitutions	10	4.5123095805357e-05	RNAs & TEs
N2	593	221	1202	deletions	7	1.3175627348085e-05	3'UTR
N2	593	221	358	deletions	2	1.26393488207488e-05	5'UTR
N2	593	221	1440	deletions	1	1.57114127702363e-06	CDS
N2	593	221	1068	deletions	5	1.05919636653278e-05	enhancer
N2	593	221	5491	deletions	49	2.01893513944249e-05	intergenic
N2	593	221	6980	deletions	86	2.7875377614127e-05	intron
N2	593	221	1076	deletions	4	8.41057040488486e-06	promoter
N2	593	221	255	deletions	5	4.43616360571378e-05	pseudogene
N2	593	221	429	deletions	4	2.10950437194781e-05	RNAs & TEs
N2	593	221	1202	insertions	9	1.69400923046807e-05	3'UTR
N2	593	221	358	insertions	2	1.26393488207488e-05	5'UTR
N2	593	221	1440	insertions	1	1.57114127702363e-06	CDS
N2	593	221	1068	insertions	7	1.4828749131459e-05	enhancer
N2	593	221	5491	insertions	58	2.38975996097275e-05	intergenic
N2	593	221	6980	insertions	82	2.65788484227722e-05	intron
N2	593	221	1076	insertions	1	2.10264260122121e-06	promoter
N2	593	221	255	insertions	3	2.66169816342827e-05	pseudogene
N2	593	221	429	insertions	2	1.05475218597391e-05	RNAs & TEs
N2	593	221	1202	substitutions	38	7.15248341753187e-05	3'UTR
N2	593	221	358	substitutions	3	1.89590232311231e-05	5'UTR
N2	593	221	1068	substitutions	5	1.05919636653278e-05	enhancer
N2	593	221	5491	substitutions	167	6.8808605772836e-05	intergenic
N2	593	221	6980	substitutions	265	8.58950589272518e-05	intron
N2	593	221	1076	substitutions	6	1.26158556073273e-05	promoter
N2	593	221	255	substitutions	9	7.9850944902848e-05	pseudogene
N2	593	221	429	substitutions	12	6.32851311584343e-05	RNAs & TEs
N2	594	242	1199	deletions	2	3.44639816927329e-06	3'UTR
N2	594	242	354	deletions	2	1.16729700705047e-05	5'UTR
N2	594	242	1436	deletions	2	2.87759847141969e-06	CDS
N2	594	242	1072	deletions	13	2.50555075860368e-05	enhancer
N2	594	242	5564	deletions	41	1.52247922001533e-05	intergenic
N2	594	242	7034	deletions	79	2.32048820722018e-05	intron
N2	594	242	1080	deletions	9	1.72176308539945e-05	promoter
N2	594	242	424	deletions	3	1.46187431779199e-05	RNAs & TEs
N2	594	242	1199	insertions	4	6.89279633854658e-06	3'UTR
N2	594	242	354	insertions	1	5.83648503525237e-06	5'UTR
N2	594	242	1072	insertions	6	1.15640804243247e-05	enhancer
N2	594	242	5564	insertions	51	1.89381561514102e-05	intergenic
N2	594	242	7034	insertions	70	2.05612879120776e-05	intron
N2	594	242	1080	insertions	2	3.82614018977655e-06	promoter
N2	594	242	252	insertions	2	1.63977436704709e-05	pseudogene
N2	594	242	424	insertions	1	4.87291439263995e-06	RNAs & TEs
N2	594	242	1199	substitutions	40	6.89279633854658e-05	3'UTR
N2	594	242	354	substitutions	4	2.33459401410095e-05	5'UTR
N2	594	242	1072	substitutions	6	1.15640804243247e-05	enhancer
N2	594	242	5564	substitutions	170	6.31271871713673e-05	intergenic
N2	594	242	7034	substitutions	269	7.90140921192696e-05	intron
N2	594	242	1080	substitutions	6	1.14784205693297e-05	promoter
N2	594	242	252	substitutions	8	6.55909746818838e-05	pseudogene
N2	594	242	424	substitutions	12	5.84749727116794e-05	RNAs & TEs
N2	595	236	1033	deletions	4	8.20384924606625e-06	3'UTR
N2	595	236	1031	deletions	4	8.21976359959888e-06	enhancer
N2	595	236	4798	deletions	27	1.19223405232406e-05	intergenic
N2	595	236	5972	deletions	45	1.59643307184942e-05	intron
N2	595	236	225	deletions	1	9.41619585687382e-06	pseudogene
N2	595	236	395	deletions	4	2.14546234713581e-05	RNAs & TEs
N2	595	236	1033	insertions	1	2.05096231151656e-06	3'UTR
N2	595	236	1031	insertions	2	4.10988179979944e-06	enhancer
N2	595	236	4798	insertions	22	9.71449968560346e-06	intergenic
N2	595	236	5972	insertions	48	1.70286194330605e-05	intron
N2	595	236	1046	insertions	3	6.07641702044917e-06	promoter
N2	595	236	395	insertions	3	1.60909676035186e-05	RNAs & TEs
N2	595	236	1033	substitutions	24	4.92230954763975e-05	3'UTR
N2	595	236	332	substitutions	7	4.46702062487237e-05	5'UTR
N2	595	236	1447	substitutions	1	1.46416314291404e-06	CDS
N2	595	236	1031	substitutions	6	1.23296453993983e-05	enhancer
N2	595	236	4798	substitutions	132	5.82869981136208e-05	intergenic
N2	595	236	5972	substitutions	190	6.74049519225311e-05	intron
N2	595	236	1046	substitutions	7	1.41783063810481e-05	promoter
N2	595	236	225	substitutions	10	9.41619585687382e-05	pseudogene
N2	595	236	395	substitutions	8	4.29092469427162e-05	RNAs & TEs
N2	597	223	1225	deletions	2	3.66065708794729e-06	3'UTR
N2	597	223	1443	deletions	1	1.55381321300604e-06	CDS
N2	597	223	1083	deletions	7	1.44922135406962e-05	enhancer
N2	597	223	5672	deletions	30	1.18590574737361e-05	intergenic
N2	597	223	7203	deletions	49	1.5252737866447e-05	intron
N2	597	223	1089	deletions	3	6.17672855748681e-06	promoter
N2	597	223	441	deletions	2	1.01684919109647e-05	RNAs & TEs
N2	597	223	1225	insertions	4	7.32131417589457e-06	3'UTR
N2	597	223	5672	insertions	23	9.09194406319771e-06	intergenic
N2	597	223	7203	insertions	40	1.24512145848547e-05	intron
N2	597	223	1089	insertions	2	4.11781903832454e-06	promoter
N2	597	223	261	insertions	1	8.59062247650465e-06	pseudogene
N2	597	223	441	insertions	1	5.08424595548234e-06	RNAs & TEs
N2	597	223	1225	substitutions	42	7.6873798846893e-05	3'UTR
N2	597	223	356	substitutions	4	2.51927243412103e-05	5'UTR
N2	597	223	1083	substitutions	3	6.21094866029837e-06	enhancer
N2	597	223	5672	substitutions	198	7.82697793266585e-05	intergenic
N2	597	223	7203	substitutions	291	9.05825861048181e-05	intron
N2	597	223	1089	substitutions	8	1.64712761532982e-05	promoter
N2	597	223	261	substitutions	7	6.01343573355325e-05	pseudogene
N2	597	223	441	substitutions	12	6.10109514657881e-05	RNAs & TEs
N2	598	223	1199	deletions	4	7.480074950351e-06	3'UTR
N2	598	223	360	deletions	1	6.22820129546587e-06	5'UTR
N2	598	223	1446	deletions	1	1.55058953414088e-06	CDS
N2	598	223	1079	deletions	4	8.31196465752628e-06	enhancer
N2	598	223	5447	deletions	47	1.93466432750656e-05	intergenic
N2	598	223	6947	deletions	88	2.84021040795104e-05	intron
N2	598	223	1086	deletions	10	2.06459711451907e-05	promoter
N2	598	223	249	deletions	2	1.80092567579736e-05	pseudogene
N2	598	223	424	deletions	3	1.58642863186395e-05	RNAs & TEs
N2	598	223	1199	insertions	10	1.87001873758775e-05	3'UTR
N2	598	223	360	insertions	2	1.24564025909317e-05	5'UTR
N2	598	223	1079	insertions	1	2.07799116438157e-06	enhancer
N2	598	223	5447	insertions	44	1.81117511511253e-05	intergenic
N2	598	223	6947	insertions	90	2.90476064449538e-05	intron
N2	598	223	1086	insertions	1	2.06459711451907e-06	promoter
N2	598	223	249	insertions	1	9.0046283789868e-06	pseudogene
N2	598	223	424	insertions	4	2.1152381758186e-05	RNAs & TEs
N2	598	223	1199	substitutions	40	7.480074950351e-05	3'UTR
N2	598	223	360	substitutions	4	2.49128051818635e-05	5'UTR
N2	598	223	1446	substitutions	2	3.10117906828176e-06	CDS
N2	598	223	1079	substitutions	5	1.03899558219078e-05	enhancer
N2	598	223	5447	substitutions	162	6.66841746927794e-05	intergenic
N2	598	223	6947	substitutions	243	7.84285374013753e-05	intron
N2	598	223	1086	substitutions	10	2.06459711451907e-05	promoter
N2	598	223	249	substitutions	3	2.70138851369604e-05	pseudogene
N2	598	223	424	substitutions	10	5.28809543954649e-05	RNAs & TEs
PB306	402	232	955	deletions	10	2.25672504062105e-05	3'UTR
PB306	402	232	328	deletions	2	1.31412952060555e-05	5'UTR
PB306	402	232	1403	deletions	1	1.53611718730799e-06	CDS
PB306	402	232	1031	deletions	3	6.27111274624569e-06	enhancer
PB306	402	232	4442	deletions	56	2.71701159775808e-05	intergenic
PB306	402	232	5496	deletions	82	3.21550469306831e-05	intron
PB306	402	232	1049	deletions	2	4.10900364879524e-06	promoter
PB306	402	232	182	deletions	3	3.55248200075786e-05	pseudogene
PB306	402	232	357	deletions	3	1.81106925528832e-05	RNAs & TEs
PB306	402	232	955	insertions	8	1.80538003249684e-05	3'UTR
PB306	402	232	328	insertions	4	2.6282590412111e-05	5'UTR
PB306	402	232	1403	insertions	1	1.53611718730799e-06	CDS
PB306	402	232	1031	insertions	2	4.18074183083046e-06	enhancer
PB306	402	232	4442	insertions	67	3.25071030446056e-05	intergenic
PB306	402	232	5496	insertions	93	3.64685288360187e-05	intron
PB306	402	232	182	insertions	4	4.73664266767715e-05	pseudogene
PB306	402	232	357	insertions	4	2.4147590070511e-05	RNAs & TEs
PB306	402	232	955	substitutions	30	6.77017512186315e-05	3'UTR
PB306	402	232	328	substitutions	3	1.97119428090833e-05	5'UTR
PB306	402	232	1031	substitutions	6	1.25422254924914e-05	enhancer
PB306	402	232	4442	substitutions	114	5.53105932400751e-05	intergenic
PB306	402	232	5496	substitutions	193	7.56820007027054e-05	intron
PB306	402	232	1049	substitutions	7	1.43815127707833e-05	promoter
PB306	402	232	182	substitutions	8	9.4732853353543e-05	pseudogene
PB306	402	232	357	substitutions	5	3.01844875881387e-05	RNAs & TEs
PB306	403	221	1186	deletions	9	1.71686264335803e-05	3'UTR
PB306	403	221	343	deletions	1	6.59604501141116e-06	5'UTR
PB306	403	221	1025	deletions	2	4.41452378324688e-06	enhancer
PB306	403	221	5372	deletions	42	1.76885004531625e-05	intergenic
PB306	403	221	6885	deletions	63	2.07020968266643e-05	intron
PB306	403	221	1067	deletions	5	1.06018905291192e-05	promoter
PB306	403	221	217	deletions	1	1.04260066309402e-05	pseudogene
PB306	403	221	407	deletions	2	1.11176581764817e-05	RNAs & TEs
PB306	403	221	1186	insertions	2	3.8152503185734e-06	3'UTR
PB306	403	221	343	insertions	1	6.59604501141116e-06	5'UTR
PB306	403	221	1025	insertions	3	6.62178567487032e-06	enhancer
PB306	403	221	5372	insertions	24	1.01077145446643e-05	intergenic
PB306	403	221	6885	insertions	38	1.24869790383055e-05	intron
PB306	403	221	1067	insertions	1	2.12037810582383e-06	promoter
PB306	403	221	1186	substitutions	37	7.05821308936079e-05	3'UTR
PB306	403	221	343	substitutions	5	3.29802250570558e-05	5'UTR
PB306	403	221	1407	substitutions	2	3.21598214486713e-06	CDS
PB306	403	221	1025	substitutions	6	1.32435713497406e-05	enhancer
PB306	403	221	5372	substitutions	178	7.49655495395936e-05	intergenic
PB306	403	221	6885	substitutions	297	9.75955993257031e-05	intron
PB306	403	221	1067	substitutions	8	1.69630248465906e-05	promoter
PB306	403	221	217	substitutions	9	9.3834059678462e-05	pseudogene
PB306	403	221	407	substitutions	9	5.00294617941677e-05	RNAs & TEs
PB306	405	219	1132	deletions	2	4.03375445729868e-06	3'UTR
PB306	405	219	350	deletions	1	6.52315720808872e-06	5'UTR
PB306	405	219	1062	deletions	1	2.14981640567896e-06	enhancer
PB306	405	219	5188	deletions	26	1.14419295670022e-05	intergenic
PB306	405	219	6594	deletions	41	1.41958304422313e-05	intron
PB306	405	219	1088	deletions	3	6.29532634971797e-06	promoter
PB306	405	219	225	deletions	1	1.01471334348047e-05	pseudogene
PB306	405	219	413	deletions	1	5.52809932888874e-06	RNAs & TEs
PB306	405	219	1132	insertions	6	1.2101263371896e-05	3'UTR
PB306	405	219	350	insertions	1	6.52315720808872e-06	5'UTR
PB306	405	219	1062	insertions	3	6.44944921703687e-06	enhancer
PB306	405	219	5188	insertions	35	1.54025974940414e-05	intergenic
PB306	405	219	6594	insertions	57	1.97356667123703e-05	intron
PB306	405	219	413	insertions	2	1.10561986577775e-05	RNAs & TEs
PB306	405	219	1132	substitutions	28	5.64725624021815e-05	3'UTR
PB306	405	219	350	substitutions	7	4.5662100456621e-05	5'UTR
PB306	405	219	1062	substitutions	2	4.29963281135791e-06	enhancer
PB306	405	219	5188	substitutions	160	7.0411874258475e-05	intergenic
PB306	405	219	6594	substitutions	243	8.41362633527366e-05	intron
PB306	405	219	1088	substitutions	8	1.67875369325813e-05	promoter
PB306	405	219	225	substitutions	5	5.07356671740233e-05	pseudogene
PB306	405	219	413	substitutions	8	4.42247946311099e-05	RNAs & TEs
PB306	406	235	1180	deletions	2	3.60620266858997e-06	3'UTR
PB306	406	235	1036	deletions	3	6.16117637394233e-06	enhancer
PB306	406	235	5421	deletions	30	1.17745410872611e-05	intergenic
PB306	406	235	6950	deletions	72	2.20419409153528e-05	intron
PB306	406	235	1074	deletions	7	1.38674273941123e-05	promoter
PB306	406	235	229	deletions	1	9.2910898448388e-06	pseudogene
PB306	406	235	1180	insertions	3	5.40930400288496e-06	3'UTR
PB306	406	235	1426	insertions	2	2.98409477485005e-06	CDS
PB306	406	235	1036	insertions	2	4.10745091596155e-06	enhancer
PB306	406	235	5421	insertions	27	1.0597086978535e-05	intergenic
PB306	406	235	6950	insertions	34	1.04086943211388e-05	intron
PB306	406	235	1074	insertions	3	5.94318316890527e-06	promoter
PB306	406	235	229	insertions	1	9.2910898448388e-06	pseudogene
PB306	406	235	414	insertions	2	1.02785486689279e-05	RNAs & TEs
PB306	406	235	1180	substitutions	36	6.49116480346195e-05	3'UTR
PB306	406	235	349	substitutions	5	3.04822288605743e-05	5'UTR
PB306	406	235	1036	substitutions	4	8.21490183192311e-06	enhancer
PB306	406	235	5421	substitutions	180	7.06472465235667e-05	intergenic
PB306	406	235	6950	substitutions	310	9.49028011633247e-05	intron
PB306	406	235	1074	substitutions	9	1.78295495067158e-05	promoter
PB306	406	235	229	substitutions	7	6.50376289138716e-05	pseudogene
PB306	406	235	414	substitutions	8	4.11141946757118e-05	RNAs & TEs
PB306	407	224	1181	deletions	9	1.70104028063385e-05	3'UTR
PB306	407	224	352	deletions	1	6.34131493506494e-06	5'UTR
PB306	407	224	1071	deletions	1	2.08416700013339e-06	enhancer
PB306	407	224	5414	deletions	27	1.11318539236899e-05	intergenic
PB306	407	224	6908	deletions	54	1.74487137066755e-05	intron
PB306	407	224	1092	deletions	5	1.02204343275772e-05	promoter
